"acra","acra_library"
"org.springframework","spring-jms"
"org.springframework","spring-messaging"
"org.springframework","spring-oxm"
"org.springframework","spring-web"
"org.springframework","spring-webflux"
"org.springframework","spring-webmvc"
"org.springframework","spring-websocket"
"org.springframework.amqp","spring-amqp"
"org.springframework.amqp","spring-rabbit"
"org.springframework.batch","spring-batch-admin-manager"
"org.springframework.batch","spring-batch-core"
"org.springframework.boot","spring-boot"
"org.springframework.boot","spring-boot-loader-tools"
"org.springframework.boot","spring-boot-tools"
"org.springframework.cloud","spring-cloud-config"
"org.springframework.cloud","spring-cloud-config-server"
"org.springframework.cloud","spring-cloud-netflix"
"org.springframework.data","spring-data-commons"
"org.springframework.data","spring-data-jpa"
"org.springframework.data","spring-data-rest-webmvc"
"org.springframework.flex","spring-flex"
"org.springframework.integration","spring-integration-xml"
"org.springframework.integration","spring-integration-zip"
"org.springframework.ldap","spring-ldap-core"
"org.springframework.security","spring-security-cas"
"org.springframework.security","spring-security-config"
"org.springframework.security","spring-security-core"
"org.springframework.security","spring-security-ldap"
"org.springframework.security","spring-security-parent"
"org.springframework.security","spring-security-web"
"org.springframework.security.oauth","spring-security-oauth"
"org.springframework.security.oauth","spring-security-oauth2"
"org.springframework.social","spring-social-core"
"org.springframework.social","spring-social-web"
"org.springframework.webflow","spring-webflow"
"org.springframework.ws","spring-ws"
"org.springframework.ws","spring-xml"
"org.tinygroup","weixin"
"org.torpedoquery","org.torpedoquery"
"org.typelevel","scala-library"
"org.uberfire","uberfire"
"org.uberfire","uberfire-io"
"org.uberfire","uberfire-security"
"org.uberfire","uberfire-security-server"
"org.uberfire","uberfire-server"
"org.webjars","angularjs"
"org.webjars","bootstrap"
"org.webjars","datatables"
"org.webjars","dojo"
"org.webjars","i18next"
"org.webjars","jquery"
"org.webjars","jshamcrest"
"org.webjars","knockout"
"org.webjars","lodash"
"org.webjars","marked"
"org.webjars","mathjs"
"org.webjars","mout"
"org.webjars","npm"
"org.webjars","remarkable"
"org.webjars","request"
"org.webjars","summernote"
"org.webjars","swagger-ui"
"org.webjars","uglifyjs"
"org.webjars.bower","angular"
"org.webjars.bower","angular-1.1.6"
"org.webjars.bower","angularjs"
"org.webjars.bower","angular-latest"
"org.webjars.bower","angulerjs"
"org.webjars.bower","bootstrap"
"org.webjars.bower","bootstrap-tagsinput"
"org.webjars.bower","Chart.js"
"org.webjars.bower","datatables"
"org.webjars.bower","dijit"
"org.webjars.bower","dojo"
"org.webjars.bower","dompurify"
"org.webjars.bower","editor.md"
"org.webjars.bower","elfinder"
"org.webjars.bower","fast-json-patch"
"org.webjars.bower","fileapi"
"org.webjars.bower","github-com-angular-angular-js"
"org.webjars.bower","i18next"
"org.webjars.bower","jointjs"
"org.webjars.bower","jquery"
"org.webjars.bower","jquery-ui"
"org.webjars.bower","jquery-validation"
"org.webjars.bower","knockout"
"org.webjars.bower","knockoutjs"
"org.webjars.bower","lodash"
"org.webjars.bower","markdown-it"
"org.webjars.bower","marked"
"org.webjars.bower","mathjs"
"org.webjars.bower","moment"
"org.webjars.bower","mxgraph"
"org.webjars.bower","ngDialog"
"org.webjars.bower","node-uuid"
"org.webjars.bower","npm"
"org.webjars.bower","react"
"org.webjars.bower","swagger-ui"
"org.webjars.bower","thrift"
"org.webjars.bower","tui-editor"
"org.webjars.bower","typeahead.js"
"org.webjars.bower","vega"
"org.webjars.bower","vega-embed"
"org.webjars.bower","zeroclipboard"
"org.webjars.bowergithub.chartjs","chart.js"
"org.webjars.bowergithub.dojo","dijit"
"org.webjars.bowergithub.dojo","dojo"
"org.webjars.bowergithub.faisalman","ua-parser-js"
"org.webjars.bowergithub.jgraph","mxgraph"
"org.webjars.bowergithub.knockout","knockout"
"org.webjars.bowergithub.lodash","lodash"
"org.webjars.bowergithub.moment","moment"
"org.webjars.bowergithub.openpgpjs","openpgpjs"
"org.webjars.bowergithub.pandao","editor.md"
"org.webjars.bowergithub.sparksuite","simplemde-markdown-editor"
"org.webjars.bowergithub.twbs","bootstrap"
"org.webjars.npm","angular"
"org.webjars.npm","angular-bootstrap"
"org.webjars.npm","angular-material"
"org.webjars.npm","auth0-js"
"org.webjars.npm","bootstrap"
"org.webjars.npm","bower"
"org.webjars.npm","brace-expansion"
"org.webjars.npm","cached-path-relative"
"org.webjars.npm","chart.js"
"org.webjars.npm","closure-util"
"org.webjars.npm","connect"
"org.webjars.npm","datatables"
"org.webjars.npm","deap"
"org.webjars.npm","dijit"
"org.webjars.npm","dojo"
"org.webjars.npm","ecstatic"
"org.webjars.npm","ejs"
"org.webjars.npm","eslint-utils"
"org.webjars.npm","exceljs"
"org.webjars.npm","faye"
"org.webjars.npm","formiojs"
"org.webjars.npm","handlebars"
"org.webjars.npm","jqtree"
"org.webjars.npm","jquery"
"org.webjars.npm","jshamcrest"
"org.webjars.npm","json-pointer"
"org.webjars.npm","json-ptr"
"org.webjars.npm","knockout"
"org.webjars.npm","localtunnel"
"org.webjars.npm","lodash"
"org.webjars.npm","lodash.merge"
"org.webjars.npm","markdown-to-jsx"
"org.webjars.npm","marked"
"org.webjars.npm","mathjs"
"org.webjars.npm","minimatch"
"org.webjars.npm","moment"
"org.webjars.npm","mout"
"org.webjars.npm","mqtt-packet"
"org.webjars.npm","mxgraph"
"org.webjars.npm","negotiator"
"org.webjars.npm","ng-tags-input"
"org.webjars.npm","nodemailer"
"org.webjars.npm","node-sass"
"org.webjars.npm","node-uuid"
"org.webjars.npm","npm"
"org.webjars.npm","nunjucks"
"org.webjars.npm","pouchdb"
"org.webjars.npm","qs"
"org.webjars.npm","react"
"org.webjars.npm","request"
"org.webjars.npm","riot"
"org.webjars.npm","safer-eval"
"org.webjars.npm","semver"
"org.webjars.npm","send"
"org.webjars.npm","shell-quote"
"org.webjars.npm","simplemde"
"org.webjars.npm","swagger-ui"
"org.webjars.npm","tough-cookie"
"org.webjars.npm","ua-parser-js"
"org.webjars.npm","uglify-js"
"org.webjars.npm","vulcanize"
"org.webjars.npm","webpack-dev-server"
"org.webjars.npm","y18n"
"org.webswing","webswing"
"org.wildfly","wildfly-core"
"org.wildfly","wildfly-ejb3"
"org.wildfly","wildfly-model-test"
"org.wildfly","wildfly-naming"
"org.wildfly","wildfly-parent"
"org.wildfly","wildfly-server"
"org.wildfly","wildfly-undertow"
"org.wildfly","wildfly-webservices-server-integration"
"org.wildfly.core","wildfly-core-parent"
"org.wildfly.core","wildfly-deployment-repository"
"org.wildfly.core","wildfly-host-controller"
"org.wildfly.openssl","wildfly-openssl-parent"
"org.wildfly.security","wildfly-elytron"
"org.wildfly.swarm","camel-core"
"org.wso2.carbon","org.wso2.carbon.ui"
"org.wso2.carbon.analytics-common","org.wso2.carbon.event.publisher.core"
"org.wso2.carbon.analytics-common","org.wso2.carbon.event.receiver.core"
"org.wso2.carbon.apimgt","apimgt-feature"
"org.wso2.carbon.apimgt","org.wso2.carbon.apimgt.store.feature"
"org.wso2.carbon.business-process","org.wso2.carbon.bpmn.humantaskweb"
"org.wso2.carbon.commons","org.wso2.carbon.tools.wsdlvalidator"
"org.wso2.carbon.governance","org.wso2.carbon.governance.generic"
"org.wso2.carbon.governance","org.wso2.carbon.governance.generic.ui"
"org.wso2.carbon.governance","org.wso2.carbon.governance.lcm"
"org.wso2.carbon.identity.framework","identity-core"
"org.wso2.carbon.identity.framework","org.wso2.carbon.identity.entitlement.ui"
"org.wso2.carbon.identity.framework","org.wso2.carbon.policyeditor.ui"
"org.wso2.is","identity-server-parent"
"org.wso2.transport.http","org.wso2.transport.http.netty"
"org.xwiki.commons","xwiki-commons"
"org.zeroturnaround","zt-zip"
"org.zkoss.common","zweb"
"orientdb","orientdb"
"osh","osh"
"ovirt","ovirt"
"owasp","enterprise_security_api"
"pivotal","spring_security_oauth"
"pivotal","spring_web_flow"
"pivotal_software","cloud_foundry_uaa"
"pivotal_software","spring_advanced_message_queuing_protocol"
"pivotal_software","spring_boot"
"pivotal_software","spring_data_jpa"
"pivotal_software","spring_data_rest"
"pivotal_software","spring_framework"
"pivotal_software","spring-ldap"
"pivotal_software","spring_security"
"pivotal_software","uaa-release"
"playframework","play_framework"
"poi","poi"
"projectforge","projectforge"
"pu-gh","sockso"
"redhat","icedtea"
"redhat","icedtea-web"
"redhat","jboss_enterprise_application_platform"
"redhat","jboss_fuse"
"redhat","jboss_weld"
"redhat","jboss_wildfly_application_server"
"redhat","jbpm"
"redhat","mod_cluster"
"redhat","resteasy"
"redhat","richfaces"
"redhat","spacewalk-java"
"redhat","undertow"
"restlet","restlet"
"ro.pippo","pippo-core"
"ro.pippo","pippo-session"
"se.bjurr.violations","violation-comments-to-gitlab-lib"
"slf4j","slf4j"
"smartbear","soapui"
"sparkjava","spark"
"springframework","spring-webmvc"
"springsource","spring_framework"
"squareup","okhttp"
"squareup","okhttp3"
"struts","struts"
"sun","jdk"
"sun","openjdk"
"swagger","swagger-codegen"
"swagger","swagger-parser"
"taglibs","standard"
"tibco","jasperreports_library"
"tomcat","catalina"
"tomcat","commons-fileupload"
"tomcat","jasper"
"tomcat","jasper-compiler"
"tomcat","jasper-runtime"
"tomcat","tomcat-coyote"
"tomcat","tomcat-jk"
"tomcat","tomcat-util"
"vmware","springsource_spring_security"
"wss4j","wss4j"
"xalan","serializer"
"xalan","xalan"
"xerces","xercesImpl"
"xfire","xfire"
"xml-security","xmlsec"
"xmltooling_project","xmltooling"
"xstream","xstream"
"xstream_project","xstream"
"yaxim","bruno"
"yaxim","yaxim"
"zkoss","zk_framework"
